,feature,type
5405,破坏的,-2
5406,不适当,-2
5407,惨死,-2
5408,陷入,-2
5409,暴虐行为,-2
5410,妄求,-2
5411,使凌乱,-2
5412,强烈,-2
5413,不甘寂寞,-2
5414,怀恶意,-2
5415,弄翻,-2
5416,想呕吐,-2
5417,绷紧,-2
5418,劣质,-2
5419,使受毒气影响,-2
5420,抢走,-2
5421,凶恶,-2
5422,迂回,-2
5423,头晕的,-2
5424,烦人的,-2
5425,悲伤,-2
5426,阴冷,-2
5427,疲倦,-2
5428,猛推,-2
5429,拳打,-2
5430,闹革命,-2
5431,诡辩的,-2
5432,障碍,-2
5433,糊涂,-2
5434,猛烈的力量,-2
5435,引起震惊的事件,-2
5436,使生气,-2
5437,疲惫,-2
5438,弄碎,-2
5439,心情不好,-2
5440,大吃一惊的,-2
5441,背信,-2
5442,品性不端,-2
5443,无用,-2
5444,一错再错,-2
5445,叫喊声,-2
5446,乱骂,-2
5447,野兽,-2
5448,使混淆,-2
5449,漠视,-2
5450,恶兆,-2
5451,胡乱搞,-2
5452,使人产生不愉快的感觉,-2
5453,有罪,-2
5454,误人,-2
5455,通奸行为,-2
5456,限制,-2
5457,冒牌货,-2
5458,乾阴阳,-2
5459,不合标准,-2
5460,判决,-2
5461,该责备的,-2
5462,士气低落,-2
5463,凶悍,-2
5464,揭穿,-2
5465,嗜杀的,-2
5466,严峻,-2
5467,讨厌的事,-2
5468,猛抛,-2
5469,睡不着,-2
5470,邪恶,-2
5471,有缺点的,-2
5472,施以,-2
5473,责难,-2
5474,暴戾,-2
5475,难驾驭,-2
5476,极无礼,-2
5477,冷酷的,-2
5478,误传,-2
5479,不幸事件,-2
5480,讨厌的人,-2
5481,病弱,-2
5482,脱离常规,-2
5483,爆发,-2
5484,迟钝,-2
5485,流言蜚语,-2
5486,使泛滥,-2
5487,虚张声势,-2
5488,压治,-2
5489,猛拉,-2
5490,歧途,-2
5491,混杂,-2
5492,闷住,-2
5493,砰击,-2
5494,永诀,-2
5495,恐怕,-2
5496,逃走的,-2
5497,拒绝承兑,-2
5498,没法,-2
5499,不真实,-2
5500,很臭,-2
5501,天杀,-2
5502,那麽烂,-2
5503,萎缩,-2
5504,使极痛苦,-2
5505,患精神病,-2
5506,不顾,-2
5507,大烂人,-2
5508,通牒,-2
5509,加罪於,-2
5510,幽暗,-2
5511,卡住,-2
5512,不光明正大,-2
5513,剽窃,-2
5514,不适任的,-2
5515,以偏概全,-2
5516,恶名昭张的,-2
5517,烂学校,-2
5518,疾风,-2
5519,猛扔,-2
5520,无精打采的,-2
5521,不流动,-2
5522,可怕的人,-2
5523,塌落,-2
5524,易瞒,-2
5525,吵架,-2
5526,查禁,-2
5527,磨损的,-2
5528,背井,-2
5529,砰然作声地,-2
5530,强盗,-2
5531,臭酸,-2
5532,六神无主,-2
5533,干他,-2
5534,挨饿,-2
5535,求求,-2
5536,恶狠很,-2
5537,宣判,-2
5538,呜咽地说,-2
5539,死肥猪,-2
5540,活该,-2
5541,可忍受的,-2
5542,没办法,-2
5543,偷骂,-2
5544,不识字的,-2
5545,一气之下,-2
5546,凶手,-2
5547,巫术,-2
5548,随便地放置,-2
5549,乱批评别人,-2
5550,暴发出,-2
5551,敢冒,-2
5552,尖叫着说,-2
5553,责问,-2
5554,无知,-2
5555,失业,-2
5556,不自在,-2
5557,惊惶奔跑,-2
5558,闹翻,-2
5559,不守规矩的,-2
5560,停滞的,-2
5561,耗尽,-2
5562,弱小,-2
5563,强词夺理,-2
5564,加负荷於,-2
5565,小眼睛,-2
5566,呆笨,-2
5567,卖国,-2
5568,哇哩,-2
5569,夜盗,-2
5570,坏脾气的,-2
5571,被泼水弄湿,-2
5572,不称心,-2
5573,悲痛欲绝,-2
5574,闲闲没事,-2
5575,呕气,-2
5576,极端,-2
5577,非常饥饿,-2
5578,夭寿,-2
5579,偏袒,-2
5580,挡开,-2
5581,被瞒,-2
5582,叛逆,-2
5583,捕捉之物,-2
5584,不纯洁,-2
5585,干上,-2
5586,不检,-2
5587,流亡者,-2
5588,充公,-2
5589,老态龙锺,-2
5590,不近人情的,-2
5591,粗陋的,-2
5592,黯淡,-2
5593,使断裂,-2
5594,恶化,-2
5595,懦弱,-2
5596,发出呻吟声,-2
5597,暴怒,-2
5598,打破,-2
5599,淫荡样,-2
5600,潜逃,-2
5601,催吐,-2
5602,朦胧,-2
5603,赶出,-2
5604,罢了,-2
5605,定罪,-2
5606,不说话,-2
5607,目光短浅,-2
5608,腐烂,-2
5609,猛烈的抨击,-2
5610,杂乱,-2
5611,不高,-2
5612,使失去能力,-2
5613,瞪眼,-2
5614,恶劣,-2
5615,变软弱,-2
5616,使行为不端,-2
5617,烂肉,-2
5618,後座力,-2
5619,靠腰,-2
5620,大发雷霆,-2
5621,勾搭,-2
5622,做人情,-2
5623,惊骇,-2
5624,负心,-2
5625,不得要领的,-2
5626,不吉利,-2
5627,使人痛苦的,-2
5628,心情浮动,-2
5629,无益,-2
5630,毛骨悚然的,-2
5631,发展迟缓的,-2
5632,忽视,-2
5633,快枯竭的,-2
5634,作犯规动作,-2
5635,判刑,-2
5636,迟到的,-2
5637,打断,-2
5638,激烈,-2
5639,不合适,-2
5640,伤口,-2
5641,不肯越过障碍物,-2
5642,邪恶的,-2
5643,罪行,-2
5644,轧轧地作响,-2
5645,猪就是猪,-2
5646,完全丧失的,-2
5647,失信,-2
5648,前後矛盾,-2
5649,打碎,-2
5650,无可奈何,-2
5651,混日,-2
5652,干休,-2
5653,离开正道的,-2
5654,罪恶,-2
5655,游荡,-2
5656,杂事,-2
5657,逆着,-2
5658,拘留,-2
5659,债务人,-2
5660,塞哩几抠碗粿,-2
5661,大浪,-2
5662,杂交,-2
5663,支付利息,-2
5664,偏见,-2
5665,指控,-2
5666,磨坏,-2
5667,不顺当地,-2
5668,抱怨,-2
5669,鬼天气,-2
5670,空腹的,-2
5671,战争的,-2
5672,世仇,-2
5673,懒惰,-2
5674,胆大妄为,-2
5675,反常,-2
5676,艰苦的,-2
5677,拖紧,-2
5678,杠上,-2
5679,错误的,-2
5680,激潮,-2
5681,拖累,-2
5682,化石,-2
5683,秘教的,-2
5684,凌虐,-2
5685,表示鄙视,-2
5686,见鬼,-2
5687,痛哭,-2
5688,养不起,-2
5689,揍一顿,-2
5690,掉下,-2
5691,散落,-2
5692,有缺点,-2
5693,暴虐的,-2
5694,容易受惊的,-2
5695,对证,-2
5696,不利的,-2
5697,颓废派艺术家,-2
5698,喀嚓喀嚓行进,-2
5699,惨烈,-2
5700,怀疑的,-2
5701,使遭受海难,-2
5702,耸肩表示,-2
5703,加罪,-2
5704,失礼的,-2
5705,缺德的,-2
5706,打架,-2
5707,让渡,-2
5708,闲混,-2
5709,粗糙地,-2
5710,摇摇欲坠,-2
5711,情节剧似的,-2
5712,受到阻滞,-2
5713,忿恨的,-2
5714,绝对地,-2
5715,未获情报,-2
5716,荒凉,-2
5717,流血,-2
5718,劣质的,-2
5719,不守规矩,-2
5720,停滞,-2
5721,剥落,-2
5722,可怕的,-2
5723,过度的,-2
5724,无法计数的,-2
5725,汉奸,-2
5726,反叛者,-2
5727,无利益的,-2
5728,纸老虎,-2
5729,与脱离,-2
5730,留下伤痕,-2
5731,使沦为乞丐,-2
5732,暗杀者,-2
5733,狂风,-2
5734,令人不愉快的,-2
5735,大小便,-2
5736,不断唠叨,-2
5737,世俗,-2
5738,消极,-2
5739,反弹,-2
5740,微暗,-2
5741,讽剌之事,-2
5742,不庄重,-2
5743,瘫痪,-2
5744,惴惴,-2
5745,可容忍的,-2
5746,宣告非法,-2
5747,四处觅食,-2
5748,梦魇,-2
5749,骚扰,-2
5750,分泌毒液的,-2
5751,提防,-2
5752,委屈,-2
5753,愧对,-2
5754,逃生,-2
5755,跛足,-2
5756,纵容,-2
5757,沈下,-2
5758,世侩,-2
5759,未经训练的,-2
5760,冲出,-2
5761,但愿,-2
5762,毒品交易中收钱而不给货,-2
5763,令人不愉快,-2
5764,凄凉,-2
5765,被压坏,-2
5766,使降级品格,-2
5767,占去,-2
5768,不愉快的,-2
5769,埋伏,-2
5770,唐突,-2
5771,疲累,-2
5772,使离婚,-2
5773,嫌贫,-2
5774,真他x的虽,-2
5775,搞屁啊,-2
5776,该咒骂的,-2
5777,痛苦的经验,-2
5778,任性的举动,-2
5779,偷偷摸摸的人,-2
5780,躲避,-2
5781,喊叫声,-2
5782,谋得,-2
5783,有愧,-2
5784,归咎,-2
5785,不光明正大的,-2
5786,庸俗,-2
5787,使隔离,-2
5788,自夸,-2
5789,不正的,-2
5790,赶快消失,-2
5791,无耻谓之贱,-2
5792,自大,-2
5793,劳役,-2
5794,差别,-2
5795,末日,-2
5796,激浪,-2
5797,失魂落魄,-2
5798,呆板,-2
5799,迷信引起的,-2
5800,蔑视,-2
5801,被扼杀,-2
5802,人生不就是如此,-2
5803,冲动,-2
5804,感到忧虑,-2
5805,不健全的,-2
5806,鸡歪,-2
5807,加油门快速前进,-2
5808,假托,-2
5809,己见,-2
5810,陡然下降,-2
5811,意见不合,-2
5812,假手,-2
5813,不重要之人,-2
5814,毁损,-2
5815,受伤的,-2
5816,毫无办法,-2
5817,课刑,-2
5818,自认为,-2
5819,吃饱闲闲,-2
5820,假扮,-2
5821,不留心,-2
5822,不正直,-2
5823,有害,-2
5824,流言,-2
5825,古怪,-2
5826,粗鲁,-2
5827,毁掉,-2
5828,喜怒无常的,-2
5829,延误,-2
5830,反社会,-2
5831,悲愁,-2
5832,胡思乱想,-2
5833,厚利可图,-2
5834,学不来,-2
5835,死鱼脸,-2
5836,使厌倦的,-2
5837,倔强地,-2
5838,忧国忧民,-2
5839,处於支配地位,-2
5840,送葬,-2
5841,盲目的,-2
5842,悲愤,-2
5843,干你娘,-2
5844,变弱,-2
5845,骗人,-2
5846,剧烈,-2
5847,晕眩的,-2
5848,不合时宜的,-2
5849,伤亡,-2
5850,未上班者,-2
5851,伤人,-2
5852,有意,-2
5853,弹劾,-2
5854,高不成,-2
5855,坏心肠,-2
5856,贱人,-2
5857,非正式的,-2
5858,更贱,-2
5859,咬字不清晰,-2
5860,狭窄,-2
5861,残忍的,-2
5862,嘲笑,-2
5863,漫不经心,-2
5864,急躁的,-2
5865,贪得无厌的,-2
5866,无政府状态,-2
5867,惊呆,-2
5868,捆住,-2
5869,仇外情节,-2
5870,失却,-2
5871,悲悼,-2
5872,开玩笑,-2
5873,牵制,-2
5874,落魄,-2
5875,无志气,-2
5876,更恶劣的事,-2
5877,无效率,-2
5878,打搅,-2
5879,顽强的,-2
5880,狂骂,-2
5881,设陷阱捕捉,-2
5882,悲情,-2
5883,轻信,-2
5884,冷嘲,-2
5885,使对抗,-2
5886,弊病,-2
5887,恶人,-2
5888,残骸,-2
5889,草菅,-2
5890,蠢人,-2
5891,予取予求,-2
5892,误入,-2
5893,恶事,-2
5894,蠢事,-2
5895,一意孤行,-2
5896,使降级,-2
5897,损污,-2
5898,冲口,-2
5899,使绷紧,-2
5900,悲惨,-2
5901,恶习,-2
5902,严肃的,-2
5903,不受尊重,-2
5904,失去法律保护,-2
5905,无道德的,-2
5906,嫉妒,-2
5907,古怪的,-2
5908,三流,-2
5909,腐蚀性的,-2
5910,後退,-2
5911,困死,-2
5912,饿昏,-2
5913,如兽的,-2
5914,使麻木,-2
5915,目中无人,-2
5916,干你祖宗十八代,-2
5917,轻佻,-2
5918,偏心的,-2
5919,蠢举,-2
5920,亡命,-2
5921,横渡,-2
5922,被沾污,-2
5923,不是人,-2
5924,失去,-2
5925,不雅观的,-2
5926,变幻,-2
5927,有差别,-2
5928,消散,-2
5929,抵消,-2
5930,风波,-2
5931,冷淡的,-2
5932,耸人,-2
5933,短促频繁,-2
5934,心急,-2
5935,置疑,-2
5936,无精打采,-2
5937,使惨败,-2
5938,牙痒痒,-2
5939,处刑,-2
5940,反动主义者,-2
5941,邪神,-2
5942,应该谴责的,-2
5943,专制的,-2
5944,使失事,-2
5945,卑鄙小人,-2
5946,损失物,-2
5947,粗暴,-2
5948,模棱两可的话,-2
5949,极恶,-2
5950,出卖,-2
5951,退落,-2
5952,恨死,-2
5953,说粗话,-2
5954,不安的,-2
5955,无趣的,-2
5956,不值得的,-2
5957,孤注一掷,-2
5958,不周到,-2
5959,荒唐,-2
5960,被雷打死,-2
5961,搞什麽,-2
5962,死爱面子,-2
5963,瘦的,-2
5964,神经的,-2
5965,损伤痕,-2
5966,无聊的想法,-2
5967,没用,-2
5968,生气,-2
5969,跛行,-2
5970,世界末日,-2
5971,已过盛年的,-2
5972,坏掉,-2
5973,应斥责,-2
5974,发出咯咯声,-2
5975,不悦之色,-2
5976,歧视,-2
5977,鬼鬼祟祟的人,-2
5978,图谋,-2
5979,拷问,-2
5980,使消散,-2
5981,服丧,-2
5982,催促,-2
5983,表示忿恨,-2
5984,冷冷,-2
5985,可笑的,-2
5986,创伤的,-2
5987,固执的,-2
5988,失和,-2
5989,狠命,-2
5990,猛然地一拉,-2
5991,窃听,-2
5992,禁忌的,-2
5993,名声臭,-2
5994,最低水平,-2
5995,不平等,-2
5996,世俗的,-2
5997,占便宜,-2
5998,沦为乞丐,-2
5999,疏忽,-2
6000,袭取,-2
6001,非真正的,-2
6002,丑不拉叽,-2
6003,紧急状况,-2
6004,浮躁的,-2
6005,不值钱的东西,-2
6006,爱挑剔的,-2
6007,毒品,-2
6008,怪人,-2
6009,不顺当,-2
6010,不肯,-2
6011,打扰,-2
6012,爱吃,-2
6013,存偏见,-2
6014,煽风点火,-2
6015,遗失者,-2
6016,不纯的,-2
6017,惨痛,-2
6018,使隔绝,-2
6019,不信任,-2
6020,不肖,-2
6021,停止,-2
6022,遭受风吹雨打,-2
6023,不正常的兴奋,-2
6024,极度痛苦,-2
6025,受感情驱使,-2
6026,痛哭流涕,-2
6027,以诱饵吸引,-2
6028,闹别扭,-2
6029,不知羞耻的,-2
6030,实利的,-2
6031,使沾上泥污,-2
6032,风流,-2
6033,勾结,-2
6034,侵扰,-2
6035,设伏地点,-2
6036,臭德性,-2
6037,盲信,-2
6038,改变成,-2
6039,宣告有罪,-2
6040,缺席者,-2
6041,古板,-2
6042,白目,-2
6043,反对,-2
6044,不耻,-2
6045,会传播,-2
6046,陷住,-2
6047,诱入圈套,-2
6048,羡慕,-2
6049,不耐,-2
6050,未决定的,-2
6051,诉苦,-2
6052,消耗热的,-2
6053,粗鲁的,-2
6054,不好意思,-2
6055,拒受,-2
6056,品性不端的,-2
6057,髒话,-2
6058,不可爱,-2
6059,诱惑物,-2
6060,铲除,-2
6061,不得要领,-2
6062,无效的,-2
6063,使人反感的,-2
6064,执拗,-2
6065,家破人亡,-2
6066,无礼的,-2
6067,干声连连,-2
6068,绕圈子的,-2
6069,脚步沈重地走,-2
6070,无意识的,-2
6071,劣根,-2
6072,拘泥,-2
6073,你以为你是谁,-2
6074,不友善的,-2
6075,不合意的,-2
6076,渗漏,-2
6077,老油条,-2
6078,断绝,-2
6079,人身攻击,-2
6080,干你老师,-2
6081,侵入者,-2
6082,大失败,-2
6083,暴风雨,-2
6084,拆除,-2
6085,过激的,-2
6086,谴责,-2
6087,未遂,-2
6088,变阴沈,-2
6089,监狱,-2
6090,白痴,-2
6091,惨白,-2
6092,不能矫正,-2
6093,浸没,-2
6094,不愿意的,-2
6095,达不到,-2
6096,寂寞的,-2
6097,铤而走险,-2
6098,没有考虑,-2
6099,逃犯,-2
6100,过饱,-2
6101,查抄,-2
6102,愤愤然,-2
6103,羞涩,-2
6104,滞後於,-2
6105,呼啸,-2
6106,有毒腺的,-2
6107,不正,-2
6108,不平均的,-2
6109,反复,-2
6110,使委屈,-2
6111,沈沈不乐的,-2
6112,泛滥,-2
6113,暗地,-2
6114,倒楣的,-2
6115,瞎了眼,-2
6116,自封,-2
6117,袭击,-2
6118,办错,-2
6119,压皱,-2
6120,为祸,-2
6121,臭话,-2
6122,潜行,-2
6123,不劳而获,-2
6124,没去理会,-2
6125,使人厌恶的,-2
6126,作梗,-2
6127,窃听器,-2
6128,懂个屁,-2
6129,取消,-2
6130,不良,-2
6131,谣传,-2
6132,违规,-2
6133,生硬的,-2
6134,不可否认,-2
6135,大灾难,-2
6136,受抑止,-2
6137,猛砍,-2
6138,骂得狗血淋头,-2
6139,搪塞,-2
6140,你以为自己,-2
6141,剧痛,-2
6142,作梦,-2
6143,使惊惶失措,-2
6144,魔鬼,-2
6145,世界的末日,-2
6146,难相处的,-2
6147,白烂,-2
6148,自以为清高,-2
6149,暴虐,-2
6150,烫痛,-2
6151,狗屁不通,-2
6152,无聊毙,-2
6153,挣扎,-2
6154,义愤填膺,-2
6155,困惑,-2
6156,强挤,-2
6157,不耐烦的,-2
6158,有毒,-2
6159,恶言相向,-2
6160,不长进,-2
6161,索价,-2
6162,碍眼,-2
6163,诽谤性的,-2
6164,凶猛的,-2
6165,罪孽深重的,-2
6166,惊跳,-2
6167,挑剔的,-2
6168,心狠手辣,-2
6169,皱眉头,-2
6170,不顺利,-2
6171,有得瞧,-2
6172,拖着行进,-2
6173,机歪,-2
6174,禁止接近,-2
6175,粗陋,-2
6176,自危,-2
6177,不足,-2
6178,嫉妒的,-2
6179,杂多,-2
6180,敌对的,-2
6181,重击声,-2
6182,没种,-2
6183,自卑,-2
6184,弄污,-2
6185,流亡,-2
6186,使渗漏,-2
6187,生惧,-2
6188,落选,-2
6189,嘈杂声,-2
6190,好争论的,-2
6191,欺侮,-2
6192,被迷住的,-2
6193,非婚生子,-2
6194,生怕,-2
6195,不起,-2
6196,质问,-2
6197,遏制,-2
6198,贸然,-2
6199,什麽德性,-2
6200,使人厌烦,-2
6201,丑陋的,-2
6202,衰老的,-2
6203,怨恨的,-2
6204,卑下,-2
6205,恨极,-2
6206,压倒性,-2
6207,扭伤,-2
6208,不成比例的,-2
6209,腐朽,-2
6210,疑心病,-2
6211,突然止步不前,-2
6212,使敌对,-2
6213,撤退,-2
6214,生恨,-2
6215,不安稳,-2
6216,彻底击溃,-2
6217,奢侈,-2
6218,丑闻,-2
6219,空想的,-2
6220,被利用,-2
6221,满腹,-2
6222,无感觉的,-2
6223,敌视,-2
6224,使存偏见,-2
6225,其反,-2
6226,迷途,-2
6227,愚痴,-2
6228,重负,-2
6229,发育迟缓,-2
6230,玩忽,-2
6231,狡诈的,-2
6232,灼伤,-2
6233,将浮渣去除掉,-2
6234,败家子,-2
6235,无情,-2
6236,耳光,-2
6237,不像真实,-2
6238,炮击,-2
6239,厚脸,-2
6240,危险,-2
6241,自弃,-2
6242,不清楚,-2
6243,内哄,-2
6244,畏缩的,-2
6245,侵犯人身,-2
6246,质地薄的,-2
6247,嫌东嫌西,-2
6248,冷峻,-2
6249,除害,-2
6250,使受电击,-2
6251,冲头,-2
6252,怆然,-2
6253,肤浅,-2
6254,强烈的欲望,-2
6255,下跌,-2
6256,难看,-2
6257,感到极度痛苦,-2
6258,尖酸,-2
6259,凌迟,-2
6260,以怨报怨,-2
6261,玩弄,-2
6262,泼冷水,-2
6263,防守状态,-2
6264,回绝,-2
6265,使气馁,-2
6266,无怜悯心的,-2
6267,低於他人者,-2
6268,一哭二闹三上吊,-2
6269,凌辱,-2
6270,旷课,-2
6271,扑灭,-2
6272,贪财,-2
6273,打滚,-2
6274,意见分歧,-2
6275,一箭之仇,-2
6276,误导,-2
6277,自作多情,-2
6278,唠唠叨叨地责备,-2
6279,弄混,-2
6280,无恙,-2
6281,结怨连仇,-2
6282,胆小的人,-2
6283,行贿,-2
6284,消沈,-2
6285,不适任,-2
6286,死澳门仔,-2
6287,可怜的人,-2
6288,反常现象,-2
6289,不调和,-2
6290,臭老头,-2
6291,看不起,-2
6292,可耻,-2
6293,腐蚀物,-2
6294,走险,-2
6295,告诉错误,-2
6296,拖着,-2
6297,伤心事,-2
6298,使人痛苦,-2
6299,偷摸行走的人,-2
6300,铤而走险的,-2
6301,最低,-2
6302,圈套,-2
6303,无知觉的,-2
6304,辱骂,-2
6305,使痛苦,-2
6306,撤退信号,-2
6307,无能力者,-2
6308,未详细说明,-2
6309,易怒,-2
6310,仆人,-2
6311,未开化,-2
6312,撬起,-2
6313,猖獗的,-2
6314,羞愧,-2
6315,通敌,-2
6316,审判,-2
6317,夸张,-2
6318,碰撞,-2
6319,过错,-2
6320,发出咯咯声的东西,-2
6321,觉得疼痛,-2
6322,脆弱,-2
6323,困扰,-2
6324,神经过敏,-2
6325,致命的,-2
6326,开枪,-2
6327,制止物,-2
6328,迫切需要,-2
6329,高度兴奋,-2
6330,丑陋,-2
6331,怨天尤人,-2
6332,倾覆,-2
6333,武装,-2
6334,放任,-2
6335,变坏,-2
6336,当头棒喝,-2
6337,不实在的,-2
6338,干娘,-2
6339,反其道而行,-2
6340,秘教,-2
6341,潜藏,-2
6342,被控,-2
6343,搞小圈圈,-2
6344,不完美的,-2
6345,臭虫,-2
6346,赤贫者,-2
6347,起诉人,-2
6348,无威严,-2
6349,引诱,-2
6350,痛心,-2
6351,伤风败俗的,-2
6352,惩罚,-2
6353,羞恼,-2
6354,恶魔的,-2
6355,大意的,-2
6356,冗馀,-2
6357,怠惰的,-2
6358,唾弃,-2
6359,不道德的,-2
6360,使含糊,-2
6361,使痉挛,-2
6362,劣马,-2
6363,劈开的,-2
6364,未完成的,-2
6365,等着看,-2
6366,举反证,-2
6367,不平静的,-2
6368,狂热地,-2
6369,放低,-2
6370,羞怯,-2
6371,伪善,-2
6372,败家女,-2
6373,过度,-2
6374,不明确的,-2
6375,对抗力量,-2
6376,离开正道,-2
6377,极可憎,-2
6378,沈闷的,-2
6379,使迷惑,-2
6380,呆滞,-2
6381,肮髒的,-2
6382,怎麽搞的,-2
6383,晕眩,-2
6384,疑心的,-2
6385,胡闹,-2
6386,呛声,-2
6387,强压的,-2
6388,馀地,-2
6389,损毁,-2
6390,赌博,-2
6391,冒险的,-2
6392,赛你娘,-2
6393,无法忍受的,-2
6394,大祸,-2
6395,掠夺,-2
6396,喃喃低语,-2
6397,伤感情,-2
6398,不熟悉,-2
6399,道德败坏,-2
6400,什麽世界,-2
6401,喧闹的谈笑,-2
6402,失宠,-2
6403,等着瞧,-2
6404,极愚蠢的,-2
6405,学坏,-2
6406,不知的,-2
6407,不严密,-2
6408,不易了解的,-2
6409,穷光蛋,-2
6410,搜捕,-2
6411,惊觉,-2
6412,击败,-2
6413,超自然,-2
6414,忧郁的,-2
6415,使激动,-2
6416,闲闲没事做,-2
6417,不见,-2
6418,裁判,-2
6419,不觉,-2
6420,无资格的,-2
6421,过意不去,-2
6422,我操,-2
6423,不高兴,-2
6424,打死,-2
6425,罢工,-2
6426,掺杂的,-2
6427,形容枯槁的,-2
6428,甩得一乾二净,-2
6429,抵抗,-2
6430,使人产生不愉快,-2
6431,顽强地,-2
6432,失去母兽的小动物,-2
6433,倾轧,-2
6434,恶名昭着的,-2
6435,不要,-2
6436,警惕,-2
6437,成为零,-2
6438,弊端,-2
6439,易受影响,-2
6440,不熟悉的,-2
6441,费用浩大,-2
6442,夸大,-2
6443,干屄,-2
6444,使晕眩,-2
6445,缓慢,-2
6446,猛烈抨击,-2
6447,昏迷,-2
6448,使陷入困境,-2
6449,变阴暗,-2
6450,战场,-2
6451,进退维谷,-2
6452,刻板的,-2
6453,落荒而逃,-2
6454,拘留处,-2
6455,外伤的,-2
6456,受诅咒的,-2
6457,病人,-2
6458,屁眼,-2
6459,魔王,-2
6460,下垂度,-2
6461,搁下,-2
6462,心智衰弱,-2
6463,逊位,-2
6464,不景气的,-2
6465,浪荡的,-2
6466,不可否认的,-2
6467,不正确,-2
6468,不可思议,-2
6469,无效,-2
6470,使厌恶,-2
6471,无救,-2
6472,哼！,-2
6473,良心被狗吃,-2
6474,消极的,-2
6475,作战,-2
6476,罪犯,-2
6477,海难,-2
6478,无希望,-2
6479,破坏性,-2
6480,没精,-2
6481,极度地,-2
6482,咂嘴,-2
6483,不耐烦,-2
6484,使无能为力,-2
6485,使消沈,-2
6486,没觉察到,-2
6487,激战,-2
6488,易烦恼的,-2
6489,心胸狭隘,-2
6490,残忍或好色之人,-2
6491,精疲力尽,-2
6492,纵情於,-2
6493,棍打,-2
6494,塞满,-2
6495,悲观的,-2
6496,荒废的,-2
6497,使摆脱,-2
6498,变忧沈,-2
6499,伤残退役军人,-2
6500,过敏的,-2
6501,不规则的事物,-2
6502,强暴,-2
6503,使停顿,-2
6504,贪婪地吃,-2
6505,肿痛,-2
6506,匆忙地做,-2
6507,谋反,-2
6508,监禁,-2
6509,破口大骂,-2
6510,权宜之计,-2
6511,逃避责任,-2
6512,臭脸,-2
6513,批斗,-2
6514,废话,-2
6515,挥泪,-2
6516,翻腾,-2
6517,尖锐,-2
6518,巨物,-2
6519,烂到极点,-2
6520,削掉,-2
6521,痛处,-2
6522,删去,-2
6523,紧张不安的,-2
6524,乱诌,-2
6525,致死,-2
6526,乱说,-2
6527,奴隶,-2
6528,撤销,-2
6529,发出尖锐,-2
6530,使困惑,-2
6531,抗议,-2
6532,乱语,-2
6533,反叛,-2
6534,仿造品,-2
6535,难点,-2
6536,响而刺耳,-2
6537,浅薄,-2
6538,粗鲁无礼的人,-2
6539,警报,-2
6540,使变空,-2
6541,避重就轻,-2
6542,顽固的,-2
6543,窘迫,-2
6544,不识,-2
6545,混球,-2
6546,差强人意,-2
6547,使厌烦,-2
6548,有条件投降,-2
6549,无形的,-2
6550,搞阴谋,-2
6551,败絮,-2
6552,惨绿,-2
6553,不平衡的,-2
6554,过量,-2
6555,使病弱,-2
6556,肿瘤,-2
6557,风暴,-2
6558,冒险,-2
6559,未击中,-2
6560,闷闷不乐的,-2
6561,使跛,-2
6562,激愤,-2
6563,失常,-2
6564,惊讶,-2
6565,幼稚,-2
6566,杀害,-2
6567,荒谬的言行,-2
6568,无决断力的,-2
6569,灌输,-2
6570,不切实际,-2
6571,凶狠,-2
6572,看不见,-2
6573,真气,-2
6574,不眠的,-2
6575,违背,-2
6576,疙瘩,-2
6577,坚硬的,-2
6578,惹上,-2
6579,外来,-2
6580,偏颇,-2
6581,屁用,-2
6582,呜咽,-2
6583,卑下的,-2
6584,昂贵,-2
6585,使充满臭气,-2
6586,蒙蔽,-2
6587,可厌恶,-2
6588,大胖子,-2
6589,饿死,-2
6590,抱歉的,-2
6591,虫子,-2
6592,与格斗,-2
6593,腐蚀的,-2
6594,鄙视,-2
6595,笨手笨脚地做,-2
6596,有差异,-2
6597,无权,-2
6598,浸水而沈没,-2
6599,捣碎,-2
6600,不可靠的,-2
6601,大变革,-2
6602,通货膨胀,-2
6603,夺取,-2
6604,忌讳,-2
6605,荒年,-2
6606,自吹,-2
6607,怨恨引起的,-2
6608,外伤用,-2
6609,伏兵,-2
6610,使受到伤害,-2
6611,破烂的,-2
6612,变动,-2
6613,狗男女,-2
6614,狠很,-2
6615,异常的人或物,-2
6616,惶恐,-2
6617,变得冷酷无情,-2
6618,酸腐,-2
6619,作怪,-2
6620,自命,-2
6621,惶急,-2
6622,游街示众,-2
6623,激怒,-2
6624,未完全发展,-2
6625,最後的审判日,-2
6626,猛烈,-2
6627,狠心,-2
6628,弄歪,-2
6629,不能解释的,-2
6630,成废物的,-2
6631,曲折的,-2
6632,弄死,-2
6633,混乱的,-2
6634,失志,-2
6635,仗着,-2
6636,极危险之物,-2
6637,塌陷,-2
6638,伏击,-2
6639,紧急需要,-2
6640,惶惶,-2
6641,反冲,-2
6642,通告废除,-2
6643,银根紧,-2
6644,不满意,-2
6645,卒仔,-2
6646,利己主义,-2
6647,障碍船具,-2
6648,罢市,-2
6649,鸟样,-2
6650,不合时宜,-2
6651,不成熟的,-2
6652,隐退,-2
6653,打人喊救人,-2
6654,居然,-2
6655,粗野,-2
6656,有气,-2
6657,疾驶,-2
6658,死家伙,-2
6659,害人精,-2
6660,粉碎,-2
